job,marital,education,default,age,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
retired,divorced,secondary,no,55,2204,no,no,cellular,22,feb,261,1,264,1,failure,yes
blue-collar,married,secondary,no,57,1686,no,no,telephone,22,feb,219,4,311,2,failure,no
management,single,unknown,no,51,1277,no,no,cellular,22,feb,143,5,294,1,failure,no
blue-collar,married,secondary,no,37,4321,no,no,cellular,22,feb,276,3,167,3,failure,no
unemployed,single,tertiary,no,33,4874,no,no,telephone,22,feb,363,2,-1,0,unknown,no
management,married,secondary,no,60,0,no,no,telephone,22,feb,230,2,126,6,failure,no
unemployed,single,primary,no,33,396,no,no,cellular,22,feb,382,3,-1,0,unknown,no
management,married,tertiary,no,35,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,yes
management,single,tertiary,no,26,0,no,no,cellular,23,feb,176,1,-1,0,unknown,no
technician,single,secondary,no,30,341,no,no,unknown,23,feb,20,1,-1,0,unknown,no
student,single,secondary,no,23,381,no,no,cellular,23,feb,696,1,189,2,other,yes
housemaid,married,primary,no,80,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
student,single,secondary,no,29,67,no,no,cellular,23,feb,211,1,187,5,success,yes
admin.,married,secondary,no,47,368,no,no,cellular,23,feb,269,1,187,5,success,yes
retired,divorced,tertiary,no,72,438,no,no,cellular,23,feb,279,1,-1,0,unknown,yes
management,single,tertiary,no,45,483,no,no,cellular,23,feb,95,2,265,11,other,yes
housemaid,married,tertiary,no,35,11219,no,no,cellular,23,feb,135,1,195,3,failure,no
unemployed,married,tertiary,no,37,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
self-employed,single,tertiary,no,29,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
management,single,tertiary,no,40,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
management,single,tertiary,no,33,101,yes,no,cellular,23,feb,393,2,130,1,other,no
technician,single,secondary,no,32,324,no,yes,cellular,23,feb,432,1,-1,0,unknown,yes
management,single,tertiary,no,35,747,no,no,cellular,23,feb,141,2,176,3,failure,no
management,married,tertiary,no,32,302,yes,yes,unknown,23,feb,61,1,384,2,failure,yes
blue-collar,single,primary,no,40,118,no,no,unknown,23,feb,16,1,-1,0,unknown,no
retired,divorced,primary,no,79,1910,no,no,telephone,24,feb,98,2,-1,0,unknown,no
unemployed,married,tertiary,no,48,1571,yes,no,cellular,24,feb,104,3,-1,0,unknown,no
self-employed,married,tertiary,no,43,10072,no,no,cellular,24,feb,145,1,100,4,failure,no
technician,married,secondary,no,54,65,no,no,cellular,24,feb,87,1,91,3,failure,no
technician,married,secondary,no,40,826,no,no,unknown,24,feb,174,1,267,2,other,no
student,single,secondary,no,20,215,no,no,cellular,24,feb,175,1,92,6,success,yes
housemaid,married,tertiary,no,48,5473,no,no,cellular,24,feb,127,2,184,2,success,yes
blue-collar,single,secondary,no,38,711,yes,no,cellular,24,feb,254,5,140,1,other,no
admin.,married,tertiary,no,53,944,yes,no,cellular,24,feb,128,1,-1,0,unknown,no
admin.,married,secondary,no,60,106,no,no,cellular,24,feb,137,1,187,4,success,yes
technician,married,tertiary,no,34,31,no,no,unknown,24,feb,108,1,-1,0,unknown,no
retired,married,primary,no,70,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
retired,divorced,secondary,no,78,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
management,married,tertiary,no,61,87,yes,no,cellular,24,feb,190,2,-1,0,unknown,no
admin.,single,unknown,no,52,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
self-employed,divorced,tertiary,no,61,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
technician,married,secondary,no,52,196,yes,yes,cellular,24,feb,116,1,273,3,failure,no
management,married,tertiary,no,58,4606,no,no,telephone,24,feb,601,2,-1,0,unknown,no
student,single,secondary,no,25,469,no,no,cellular,24,feb,524,1,187,2,success,no
retired,married,primary,no,77,680,no,no,telephone,24,feb,513,2,89,7,failure,no
admin.,married,unknown,no,46,2033,no,no,cellular,24,feb,99,2,86,5,failure,no
retired,married,primary,no,64,1977,no,no,cellular,24,feb,160,2,-1,0,unknown,no
management,married,tertiary,no,37,255,no,no,cellular,24,feb,562,2,183,10,success,yes
services,single,secondary,no,33,1852,no,no,telephone,25,feb,371,1,204,3,other,no
services,single,secondary,no,25,94,no,no,unknown,25,feb,32,1,-1,0,unknown,no
entrepreneur,married,tertiary,no,71,15265,no,no,cellular,25,feb,865,1,192,2,failure,no
retired,married,unknown,no,63,1849,no,no,cellular,25,feb,125,6,177,2,failure,no
services,single,secondary,no,27,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
technician,married,tertiary,no,33,8023,no,no,cellular,25,feb,196,1,87,4,failure,no
management,married,unknown,no,56,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
technician,married,secondary,no,63,973,no,no,cellular,25,feb,318,1,388,1,success,yes
technician,married,secondary,no,59,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
student,single,secondary,no,22,948,no,no,telephone,25,feb,169,1,191,3,success,yes
student,single,secondary,no,30,48,no,no,cellular,25,feb,217,1,191,2,success,yes
management,married,unknown,no,66,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
management,married,secondary,no,70,4,no,no,cellular,25,feb,511,5,125,4,failure,no
management,single,tertiary,no,36,688,no,no,cellular,25,feb,293,3,268,2,failure,no
retired,married,primary,no,74,1413,no,no,cellular,25,feb,385,2,-1,0,unknown,yes
technician,married,secondary,no,27,241,no,yes,unknown,26,feb,889,1,-1,0,unknown,no
student,single,secondary,no,24,486,no,no,cellular,26,feb,281,2,270,2,other,no
technician,married,secondary,no,52,117,no,no,cellular,26,feb,959,3,186,6,success,yes
retired,divorced,secondary,no,71,0,no,no,cellular,26,feb,771,1,171,1,success,yes
management,married,tertiary,no,33,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
technician,married,secondary,no,56,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
admin.,married,unknown,no,47,66,no,no,cellular,26,feb,297,1,203,1,success,no
self-employed,married,secondary,no,34,173,no,no,unknown,26,feb,36,1,-1,0,unknown,no
management,married,tertiary,no,37,3654,no,no,cellular,26,feb,262,1,274,2,other,no
management,single,tertiary,no,30,5359,no,no,cellular,26,feb,427,1,191,3,success,yes
student,single,secondary,no,28,1925,no,no,cellular,26,feb,139,1,93,3,success,no
blue-collar,single,secondary,no,27,23,no,no,cellular,26,feb,590,2,-1,0,unknown,no
retired,married,unknown,no,73,519,no,no,telephone,26,feb,270,3,133,2,success,yes
technician,married,secondary,no,48,3519,no,yes,cellular,26,feb,229,1,60,2,failure,no
retired,married,primary,no,67,8465,no,no,cellular,26,feb,234,1,-1,0,unknown,no
housemaid,married,primary,no,60,211,no,no,cellular,26,feb,480,2,189,1,failure,no
unemployed,divorced,secondary,no,57,79,yes,no,unknown,1,mar,60,1,592,2,failure,no
technician,single,secondary,no,38,0,no,no,unknown,1,mar,10,1,-1,0,unknown,no
unemployed,married,secondary,no,65,3195,no,no,telephone,2,mar,904,1,-1,0,unknown,yes
management,married,tertiary,no,59,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
management,married,tertiary,no,37,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
blue-collar,single,secondary,no,28,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
admin.,single,tertiary,no,29,8,no,yes,cellular,2,mar,107,1,-1,0,unknown,no
technician,single,tertiary,no,27,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes
admin.,single,tertiary,no,49,228,yes,no,cellular,2,mar,368,1,-1,0,unknown,yes
admin.,single,tertiary,no,31,4129,no,no,cellular,2,mar,105,1,182,1,failure,no
services,single,secondary,no,38,91,no,no,cellular,2,mar,207,1,-1,0,unknown,yes
technician,single,secondary,no,36,1407,no,no,cellular,2,mar,328,1,109,3,other,no
technician,single,secondary,no,28,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
technician,married,tertiary,no,51,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
services,single,secondary,no,26,162,yes,no,cellular,2,mar,185,2,130,8,other,no
retired,married,primary,no,56,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
management,single,tertiary,no,37,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
technician,married,primary,no,47,235,no,no,cellular,2,mar,136,2,203,1,other,yes
retired,divorced,tertiary,no,60,2,no,no,cellular,2,mar,228,4,390,2,other,yes
technician,married,secondary,no,42,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
student,single,tertiary,no,27,311,no,no,telephone,2,mar,187,3,322,1,other,yes
unemployed,single,tertiary,no,40,7968,no,no,cellular,2,mar,263,2,180,2,success,yes
student,single,secondary,no,25,154,no,no,cellular,3,mar,141,1,180,2,failure,yes
retired,divorced,primary,no,90,712,no,no,telephone,3,mar,557,1,-1,0,unknown,yes
student,single,unknown,no,29,7585,no,no,cellular,3,mar,145,2,198,1,failure,yes
technician,single,tertiary,no,29,2489,yes,no,cellular,3,mar,355,1,86,5,failure,yes
retired,married,secondary,no,68,1146,no,no,cellular,3,mar,153,2,110,3,success,yes
admin.,married,secondary,no,38,1559,no,no,cellular,3,mar,136,2,280,1,failure,yes
admin.,married,secondary,no,34,5320,no,no,cellular,3,mar,114,6,467,5,other,no
student,single,secondary,no,23,287,no,no,telephone,3,mar,700,3,180,1,other,no
housemaid,divorced,primary,no,66,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes
management,married,tertiary,no,47,0,yes,no,cellular,4,mar,194,2,181,3,failure,no
retired,married,secondary,no,63,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes
management,single,tertiary,no,32,354,no,no,cellular,4,mar,177,2,133,5,other,yes
student,single,unknown,no,34,242,no,no,telephone,4,mar,364,2,244,2,failure,no
management,married,tertiary,no,32,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
management,married,tertiary,no,42,144,no,no,cellular,4,mar,148,1,87,4,failure,yes
technician,married,tertiary,no,39,508,no,no,cellular,4,mar,431,1,122,3,failure,no
management,married,tertiary,no,30,359,no,no,cellular,4,mar,117,2,-1,0,unknown,no
housemaid,single,secondary,no,58,11494,no,no,telephone,4,mar,220,7,-1,0,unknown,no
admin.,single,tertiary,no,26,760,yes,no,cellular,4,mar,456,2,281,5,success,yes
unknown,married,secondary,no,63,367,no,no,telephone,4,mar,262,1,178,6,failure,no
retired,single,secondary,no,73,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
retired,divorced,secondary,no,70,6850,no,no,telephone,5,mar,252,3,183,1,failure,no
retired,married,tertiary,no,68,2820,no,no,cellular,5,mar,158,1,92,3,success,no
student,single,secondary,no,26,5296,no,no,cellular,5,mar,229,1,205,1,failure,yes
management,married,tertiary,no,33,1390,no,no,cellular,5,mar,77,1,179,5,failure,no
admin.,married,secondary,no,60,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes
blue-collar,single,secondary,no,25,509,no,no,cellular,5,mar,418,1,-1,0,unknown,yes
retired,married,tertiary,no,64,1644,no,no,telephone,5,mar,341,4,179,4,success,yes
student,single,tertiary,no,26,294,no,no,cellular,5,mar,87,1,91,2,success,yes
admin.,single,secondary,no,27,3529,no,yes,cellular,5,mar,162,1,179,2,failure,no
retired,married,primary,no,68,451,no,no,cellular,5,mar,373,1,-1,0,unknown,yes
blue-collar,married,primary,no,30,201,yes,no,cellular,5,mar,116,7,186,13,success,no
technician,married,tertiary,no,30,3192,yes,no,cellular,5,mar,172,2,-1,0,unknown,no
services,married,secondary,no,39,53,no,no,unknown,5,mar,257,1,394,1,failure,yes
housemaid,married,tertiary,no,54,2473,no,no,cellular,5,mar,607,2,-1,0,unknown,yes
unemployed,single,secondary,no,40,334,no,no,cellular,5,mar,219,1,91,6,other,yes
admin.,married,secondary,no,46,0,yes,no,cellular,5,mar,135,1,-1,0,unknown,no
retired,married,secondary,no,64,1220,no,no,cellular,5,mar,84,1,88,1,failure,no
management,married,tertiary,no,37,6771,no,no,cellular,5,mar,319,1,-1,0,unknown,yes
services,married,secondary,no,36,52,yes,no,cellular,5,mar,498,2,179,7,success,yes
management,divorced,tertiary,no,33,2240,no,no,cellular,8,mar,264,2,278,1,success,yes
admin.,married,tertiary,no,34,798,yes,no,cellular,8,mar,284,2,-1,0,unknown,no
unemployed,single,primary,no,32,1429,no,no,cellular,8,mar,150,4,-1,0,unknown,no
self-employed,divorced,tertiary,no,49,3293,no,no,cellular,8,mar,111,3,585,6,other,no
management,married,tertiary,no,51,2635,no,no,cellular,8,mar,209,2,188,3,success,no
retired,married,tertiary,no,83,4761,no,no,telephone,8,mar,659,1,-1,0,unknown,yes
student,single,unknown,no,45,1527,no,no,cellular,8,mar,132,1,-1,0,unknown,yes
technician,married,tertiary,no,31,1570,yes,no,cellular,8,mar,277,4,286,1,failure,yes
student,single,unknown,no,38,444,no,no,cellular,8,mar,157,3,206,6,success,no
admin.,married,tertiary,no,51,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown,yes
unemployed,divorced,secondary,no,64,588,no,no,cellular,8,mar,409,1,-1,0,unknown,yes
unemployed,married,secondary,no,59,957,no,no,cellular,8,mar,301,1,89,2,success,yes
management,single,tertiary,no,33,224,no,no,cellular,8,mar,241,2,-1,0,unknown,yes
blue-collar,married,unknown,no,36,444,no,no,cellular,8,mar,139,6,279,2,failure,no
management,married,tertiary,no,35,2161,no,no,cellular,9,mar,139,2,181,3,success,yes
retired,married,unknown,no,69,426,no,no,telephone,9,mar,225,1,90,1,success,yes
management,single,tertiary,no,31,147,no,no,cellular,9,mar,469,1,181,2,success,yes
retired,married,primary,no,73,508,no,no,cellular,9,mar,176,1,-1,0,unknown,yes
retired,divorced,primary,no,76,802,no,no,cellular,9,mar,241,1,181,5,success,yes
technician,married,secondary,no,35,294,yes,no,cellular,9,mar,301,1,90,4,success,yes
management,single,tertiary,no,28,1825,no,no,cellular,9,mar,236,1,-1,0,unknown,yes
management,married,tertiary,no,34,158,no,no,cellular,9,mar,212,3,181,6,success,yes
management,married,tertiary,no,33,0,yes,no,cellular,9,mar,305,1,326,1,success,yes
services,married,secondary,no,36,4721,no,no,cellular,9,mar,288,2,90,3,success,yes
management,married,unknown,no,44,282,no,no,cellular,9,mar,700,2,154,3,success,yes
student,single,unknown,no,19,108,no,no,cellular,9,mar,273,2,182,1,success,yes
management,single,tertiary,no,29,2344,yes,no,cellular,9,mar,265,2,-1,0,unknown,no
management,single,tertiary,no,28,187,no,no,cellular,9,mar,295,1,-1,0,unknown,yes
blue-collar,married,primary,no,51,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
unemployed,married,secondary,no,52,1416,no,no,cellular,10,mar,436,2,182,1,success,yes
retired,married,secondary,no,61,2801,yes,yes,cellular,10,mar,239,1,-1,0,unknown,yes
admin.,divorced,tertiary,no,51,66,yes,no,cellular,10,mar,138,1,478,2,failure,no
admin.,single,secondary,no,29,1448,no,no,cellular,10,mar,217,1,184,7,other,no
retired,married,unknown,no,70,647,no,no,telephone,10,mar,152,1,348,1,failure,no
management,divorced,tertiary,no,46,461,no,no,cellular,10,mar,127,1,70,2,success,no
retired,married,primary,no,71,2171,no,no,cellular,10,mar,625,4,-1,0,unknown,no
management,married,tertiary,no,39,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
management,married,tertiary,no,58,1016,no,no,telephone,11,mar,78,2,91,1,failure,no
management,married,tertiary,no,37,0,no,no,cellular,11,mar,129,4,107,2,failure,no
admin.,single,tertiary,no,26,3730,yes,no,cellular,11,mar,93,1,98,4,other,no
retired,married,primary,no,79,3025,no,no,telephone,11,mar,184,1,90,6,success,no
unemployed,married,secondary,no,37,1978,no,no,cellular,11,mar,335,1,-1,0,unknown,yes
management,single,tertiary,no,29,1351,no,no,cellular,11,mar,228,1,91,1,failure,no
retired,married,primary,no,75,1765,no,no,telephone,11,mar,282,2,181,2,success,no
retired,married,primary,no,64,43,no,no,cellular,11,mar,117,1,91,1,success,no
management,divorced,tertiary,no,54,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
self-employed,married,tertiary,no,33,1676,yes,no,cellular,12,mar,102,2,184,2,failure,no
management,single,tertiary,no,27,948,yes,no,cellular,12,mar,121,2,207,1,failure,no
retired,married,primary,no,80,155,no,no,telephone,12,mar,290,1,93,2,success,yes
blue-collar,married,secondary,no,46,640,yes,no,cellular,12,mar,215,1,182,4,success,yes
admin.,married,secondary,no,61,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
retired,married,secondary,no,72,951,no,yes,cellular,12,mar,229,3,339,1,failure,yes
management,married,tertiary,no,36,495,no,no,cellular,12,mar,213,3,182,6,success,yes
management,single,tertiary,no,40,1509,no,no,cellular,15,mar,144,2,124,1,failure,no
management,married,tertiary,no,41,298,no,no,cellular,15,mar,209,2,315,4,failure,no
technician,married,secondary,no,33,1,yes,no,cellular,15,mar,261,4,-1,0,unknown,no
student,single,secondary,no,27,3754,no,no,cellular,15,mar,106,3,98,1,other,no
retired,married,primary,no,77,29340,no,no,cellular,15,mar,257,1,91,2,other,yes
retired,married,tertiary,no,74,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
management,married,tertiary,no,30,1077,no,no,cellular,15,mar,151,1,96,1,failure,no
student,single,unknown,no,25,839,no,no,cellular,15,mar,109,1,181,2,other,no
blue-collar,married,secondary,no,35,262,no,no,cellular,15,mar,427,1,181,3,success,yes
admin.,married,secondary,no,42,16517,no,no,cellular,15,mar,549,5,203,4,failure,no
retired,divorced,primary,no,82,0,no,no,telephone,15,mar,506,2,195,1,other,yes
admin.,single,secondary,no,33,206,yes,no,cellular,15,mar,287,2,-1,0,unknown,no
retired,divorced,primary,no,67,2027,no,no,cellular,15,mar,161,2,-1,0,unknown,yes
retired,married,tertiary,no,71,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,yes
retired,divorced,primary,no,75,852,no,no,cellular,15,mar,341,1,-1,0,unknown,no
admin.,divorced,secondary,no,41,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
blue-collar,married,primary,no,51,3844,no,no,cellular,15,mar,195,2,215,1,other,no
management,married,tertiary,no,42,1205,no,no,telephone,15,mar,129,1,188,2,success,no
blue-collar,divorced,tertiary,no,34,12409,no,no,cellular,16,mar,189,1,480,4,other,no
housemaid,single,secondary,no,38,465,yes,no,cellular,16,mar,180,1,302,3,success,yes
management,married,unknown,no,38,76,no,no,cellular,16,mar,261,1,-1,0,unknown,yes
retired,married,secondary,no,60,8332,no,no,cellular,16,mar,279,1,194,7,other,yes
housemaid,single,tertiary,no,47,3232,no,no,telephone,16,mar,294,1,274,2,failure,no
retired,divorced,secondary,no,60,514,no,no,cellular,16,mar,263,1,124,9,other,yes
admin.,married,secondary,no,53,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
retired,married,secondary,no,61,5196,no,no,telephone,16,mar,244,2,95,4,other,no
management,married,tertiary,no,51,1612,no,no,cellular,16,mar,384,1,182,5,failure,no
management,single,tertiary,no,29,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
retired,married,primary,no,70,3782,no,no,cellular,16,mar,618,1,-1,0,unknown,no
retired,married,primary,no,86,1817,no,no,cellular,16,mar,272,3,-1,0,unknown,no
retired,married,primary,no,64,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
management,single,tertiary,no,32,1619,no,no,cellular,17,mar,184,1,321,2,success,no
admin.,married,secondary,no,28,897,no,no,cellular,17,mar,395,1,285,1,success,no
unemployed,single,secondary,no,35,295,no,no,unknown,17,mar,473,1,-1,0,unknown,yes
student,single,tertiary,no,31,64,no,no,cellular,17,mar,181,2,183,3,failure,no
student,single,unknown,no,31,7826,no,no,telephone,17,mar,133,7,-1,0,unknown,no
self-employed,single,tertiary,no,22,780,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
services,divorced,secondary,no,54,0,no,no,cellular,18,mar,362,1,290,3,success,yes
retired,married,secondary,no,59,2126,no,no,cellular,18,mar,359,1,343,1,failure,no
admin.,married,secondary,no,35,304,no,no,cellular,18,mar,237,1,-1,0,unknown,yes
blue-collar,married,primary,no,58,1965,no,no,cellular,18,mar,125,1,-1,0,unknown,no
technician,single,tertiary,no,27,1976,no,no,cellular,18,mar,394,2,101,1,other,no
management,divorced,tertiary,no,46,624,no,no,cellular,18,mar,420,1,276,1,other,yes
blue-collar,single,secondary,no,25,303,no,no,cellular,18,mar,265,1,-1,0,unknown,yes
management,married,tertiary,no,46,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
management,married,tertiary,no,59,3342,no,no,cellular,18,mar,467,2,188,6,other,yes
retired,married,secondary,no,86,1503,no,no,telephone,18,mar,165,3,101,1,other,no
technician,single,secondary,no,35,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
technician,single,secondary,no,52,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
technician,single,secondary,no,22,283,yes,no,cellular,22,mar,254,2,-1,0,unknown,yes
management,single,tertiary,no,31,3384,no,no,cellular,22,mar,247,3,187,3,success,yes
management,divorced,tertiary,no,43,2367,no,no,cellular,22,mar,173,2,181,4,success,yes
management,single,tertiary,no,35,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
admin.,married,secondary,no,60,3735,no,no,cellular,22,mar,248,1,90,10,success,yes
technician,married,secondary,no,37,1458,no,no,cellular,22,mar,344,1,326,1,success,no
management,married,secondary,no,54,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
management,single,tertiary,no,27,6791,no,no,telephone,22,mar,174,2,229,28,success,no
retired,married,primary,no,72,4657,no,no,telephone,23,mar,255,1,91,8,success,yes
unemployed,married,secondary,no,42,0,yes,yes,cellular,23,mar,158,1,330,12,failure,no
self-employed,single,tertiary,no,29,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
self-employed,single,tertiary,no,29,655,no,no,cellular,23,mar,273,1,-1,0,unknown,yes
student,single,secondary,no,30,1681,no,no,cellular,23,mar,128,1,106,2,success,yes
management,single,tertiary,no,28,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
services,married,secondary,no,43,774,no,no,cellular,25,mar,101,1,421,1,success,yes
services,married,secondary,no,37,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,yes
management,single,secondary,no,46,5993,no,no,cellular,25,mar,151,1,184,2,failure,no
management,married,tertiary,no,62,3371,no,no,cellular,25,mar,187,1,178,2,success,yes
student,single,unknown,no,20,179,no,no,cellular,25,mar,196,3,182,3,failure,no
management,married,tertiary,no,77,5619,no,no,cellular,25,mar,189,1,-1,0,unknown,no
management,single,tertiary,no,26,1370,no,no,cellular,25,mar,231,1,295,1,other,no
management,married,tertiary,no,57,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
services,married,secondary,no,58,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
student,married,tertiary,no,26,8750,no,no,cellular,26,mar,98,2,-1,0,unknown,no
housemaid,married,primary,no,57,780,no,no,cellular,26,mar,94,2,-1,0,unknown,no
management,single,tertiary,no,33,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,yes
management,single,tertiary,no,47,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
retired,married,secondary,no,60,2060,no,no,cellular,26,mar,454,1,88,3,other,no
technician,single,tertiary,no,39,393,no,no,cellular,26,mar,281,1,-1,0,unknown,yes
management,married,tertiary,no,30,2994,yes,no,cellular,26,mar,156,1,137,1,other,no
retired,divorced,primary,no,82,1419,no,no,telephone,26,mar,139,1,-1,0,unknown,no
retired,married,primary,no,59,4007,no,no,cellular,26,mar,157,2,116,4,failure,no
retired,married,primary,no,72,0,no,no,cellular,26,mar,201,3,191,3,failure,no
admin.,married,tertiary,no,35,957,yes,no,cellular,26,mar,263,4,667,4,failure,no
management,married,tertiary,no,70,1295,no,no,cellular,26,mar,698,1,-1,0,unknown,no
self-employed,single,tertiary,no,30,916,no,no,cellular,29,mar,92,2,90,2,success,yes
admin.,married,tertiary,no,36,1145,yes,no,cellular,29,mar,198,2,181,3,failure,no
technician,married,secondary,no,45,2981,yes,yes,cellular,29,mar,88,3,311,3,failure,no
management,single,tertiary,no,31,4319,yes,no,cellular,29,mar,515,2,334,5,failure,no
admin.,married,secondary,no,51,1204,no,no,cellular,29,mar,317,4,-1,0,unknown,no
management,single,tertiary,no,31,522,no,no,telephone,29,mar,113,4,-1,0,unknown,no
admin.,single,tertiary,no,28,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
technician,married,secondary,no,42,2152,no,no,cellular,30,mar,361,2,181,2,failure,no
admin.,married,secondary,no,40,3126,yes,no,cellular,30,mar,186,2,90,5,failure,no
management,divorced,tertiary,no,57,3287,no,no,cellular,30,mar,277,2,337,1,success,yes
services,single,secondary,no,23,488,no,no,cellular,30,mar,236,1,92,2,other,yes
housemaid,single,tertiary,no,56,1947,no,no,unknown,30,mar,110,1,-1,0,unknown,yes
management,single,tertiary,no,31,9629,no,no,cellular,30,mar,371,1,174,4,failure,no
admin.,single,tertiary,no,33,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,yes
admin.,divorced,tertiary,no,44,558,yes,no,cellular,31,mar,262,2,-1,0,unknown,yes
retired,divorced,primary,no,80,235,no,no,cellular,31,mar,577,1,223,3,other,yes
management,married,tertiary,no,47,288,no,no,cellular,31,mar,193,1,181,1,success,yes
student,single,secondary,no,27,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
self-employed,single,tertiary,no,27,1393,no,no,cellular,31,mar,382,1,271,1,failure,no
blue-collar,married,primary,no,34,1666,yes,no,unknown,31,mar,30,1,-1,0,unknown,no
management,single,tertiary,no,26,3,yes,yes,cellular,1,apr,149,1,350,1,success,yes
management,married,tertiary,no,61,0,yes,yes,cellular,1,apr,158,1,115,2,failure,no
technician,divorced,secondary,no,50,0,no,no,cellular,1,apr,280,1,184,3,success,yes
retired,married,secondary,no,84,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
retired,married,primary,no,86,5236,no,no,telephone,1,apr,558,2,-1,0,unknown,yes
technician,single,secondary,no,33,234,no,no,cellular,1,apr,176,1,370,2,failure,no
management,married,unknown,no,46,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes
management,single,tertiary,no,26,7628,no,no,cellular,1,apr,263,1,-1,0,unknown,no
technician,married,secondary,no,45,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
blue-collar,married,primary,no,60,7929,no,no,unknown,1,apr,111,1,-1,0,unknown,yes
admin.,married,secondary,no,47,70,yes,no,cellular,5,apr,144,4,374,2,success,yes
blue-collar,married,secondary,no,53,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,no
admin.,married,secondary,no,53,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
technician,single,tertiary,no,54,118,no,no,cellular,5,apr,280,1,-1,0,unknown,yes
technician,married,secondary,no,54,2102,yes,no,cellular,5,apr,547,1,626,2,failure,yes
blue-collar,married,secondary,no,34,800,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
retired,married,tertiary,no,70,15834,no,no,cellular,5,apr,172,3,186,1,failure,no
management,married,secondary,no,44,2897,no,no,cellular,5,apr,296,1,180,4,other,no
student,single,secondary,no,19,394,no,no,cellular,5,apr,327,3,-1,0,unknown,yes
student,single,secondary,no,24,4126,no,no,cellular,5,apr,907,4,185,7,failure,yes
management,married,tertiary,no,49,3842,no,no,cellular,5,apr,163,1,186,3,failure,no
management,divorced,tertiary,no,39,224,no,no,cellular,5,apr,208,1,-1,0,unknown,yes
technician,married,tertiary,no,53,9001,no,no,cellular,5,apr,170,1,-1,0,unknown,yes
management,married,tertiary,no,50,5108,yes,no,cellular,5,apr,874,2,108,3,success,no
